CityId,City,Region,Country,Latitude,Longitude,TimeZone,MSL,isHanafi,isnorthernhemisphere,TwilightAngle
1283,Cuiab†,Mato Grosso,Brazil,-15.583,-56.083,-04:00,,FALSE,FALSE,
1284,Halifax,Nova Scotia,Canada,44.65,-63.6,-04:00,,FALSE,FALSE,
1285,Olgii,Bayan-Olgiy,Mongolia,49.033,92.033,+08:00,,FALSE,FALSE,
1288,Newark,New Jersey,United States,40.734,-74.1852,-05:00,,FALSE,FALSE,
1291,Belo Horizonte,Minas Gerais,Brazil,-19.917,-43.933,-03:00,,FALSE,FALSE,
1292,Regina,Saskatchewan,Canada,50.45,-104.617,-06:00,,FALSE,FALSE,
1293,St. John's,Newfoundland and Labrador,Canada,47.57,-52.73,-03:50,,FALSE,FALSE,
1295,Chetumal,Quintana Roo,Mexico,18.5,-88.3,-06:00,,FALSE,FALSE,
1298,Fredericton,New Brunswick,Canada,45.95,-66.633,-04:00,,FALSE,FALSE,
1303,Newport,Rhode Island,United States,41.4796,-71.3204,-05:00,,FALSE,FALSE,
1306,Vit¢ria,Esp°rito Santo,Brazil,-20.317,-40.35,-03:00,,FALSE,FALSE,
1307,Rio de Janeiro,Rio de Janeiro,Brazil,-22.9,-43.233,-03:00,,FALSE,FALSE,
1308,Florian¢polis,Santa Catarina,Brazil,-27.583,-48.567,-03:00,,FALSE,FALSE,
1311,Sydney,New South Wales,Australia,-33.883,151.217,+10:00,,FALSE,FALSE,
1312,Adelaide,South Australia,Australia,-34.933,138.6,+09:30,,FALSE,FALSE,
1314,Pontianak,Kalimantan Barat,Indonesia,-0.033,109.333,+08:00,,FALSE,FALSE,
1315,Samarinda,Kalimantan Timur,Indonesia,-0.5,117.15,+08:00,,FALSE,FALSE,
1316,Mexicali,Baja California,Mexico,32.667,-115.483,-08:00,,FALSE,FALSE,
1317,Raleigh,North Carolina,United States,35.8003,-78.6412,-05:00,,FALSE,FALSE,
1319,Bras°lia,Distrito Federal,Brazil,-15.783,-47.917,-03:00,,FALSE,FALSE,
1320,Vancouver,British Columbia,Canada,49.25,-123.133,-08:00,,FALSE,FALSE,
1323,Perth,Western Australia,Australia,-31.933,115.833,+08:00,,FALSE,FALSE,
1324,Porto Alegre,Rio Grande do Sul,Brazil,-30.033,-51.2,-03:00,,FALSE,FALSE,
1327,Darwin,Northern Territory,Australia,-12.467,130.833,+09:30,,FALSE,FALSE,
1328,Campo Grande,Mato Grosso do Sul,Brazil,-20.45,-54.617,-04:00,,FALSE,FALSE,
1329,Natal,Rio Grande do Norte,Brazil,-5.783,-35.217,-02:00,,FALSE,FALSE,
1331,La Paz,Baja California Sur,Mexico,24.167,-110.3,-07:00,,FALSE,FALSE,
1332,Charlottetown,Prince Edward Island,Canada,46.233,-63.133,-04:00,,FALSE,FALSE,
1333,Yellowknife,Northwest Territories,Canada,62.45,-114.35,-07:00,,FALSE,FALSE,
1336,Canberra,Australian Capital Territory,Australia,-35.283,149.217,+10:00,,FALSE,FALSE,
1342,Bulgan,Bulgan,Mongolia,47.317,101.1,+08:00,,FALSE,FALSE,
1343,Hovd,Hovd,Mongolia,48.017,91.633,+08:00,,FALSE,FALSE,
1344,Campeche,Campeche,Mexico,19.85,-90.533,-06:00,,FALSE,FALSE,
1345,Chihuahua,Chihuahua,Mexico,28.633,-106.083,-07:00,,FALSE,FALSE,
1346,Colima,Colima,Mexico,19.233,-103.717,-06:00,,FALSE,FALSE,
1347,Durango,Durango,Mexico,24.033,-104.667,-06:00,,FALSE,FALSE,
1348,Estado De Mexico,Mexico,Mexico,18.017,-90.867,-06:00,,FALSE,FALSE,
1350,Oaxaca,Oaxaca,Mexico,32.333,-115.2,-06:00,,FALSE,FALSE,
1353,Tlaxcala,Tlaxcala,Mexico,19.317,-98.233,-06:00,,FALSE,FALSE,
1355,Zacatecas,Zacatecas,Mexico,22.783,-102.583,-06:00,,FALSE,FALSE,
1362,Chelyabinsk,Chelyabinskaya Oblast',Russia,55.167,61.4,+03:00,,FALSE,FALSE,
1364,Chukchi,Chukotskiy Avtonomnyy Okrug,Russia,64.75,177.483,+03:00,,FALSE,FALSE,
1367,Irkutsk,Irkutskaya Oblast',Russia,52.267,104.333,+03:00,,FALSE,FALSE,
1368,Ivanovo,Ivanovskaya Oblast',Russia,55.483,54.833,+03:00,,FALSE,FALSE,
1371,Kemerovo,Kemerovskaya Oblast',Russia,55.333,86.083,+03:00,,FALSE,FALSE,
1384,Moscow,Moskva,Russia,55.75,37.583,+03:00,,FALSE,FALSE,
1386,Novgorod,Novgorodskaya Oblast',Russia,42.65,130.803,+03:00,,FALSE,FALSE,
1387,Novosibirsk,Novosibirskaya Oblast',Russia,55.033,82.917,+03:00,,FALSE,FALSE,
1388,Omsk,Omskaya Oblast',Russia,55,73.4,+03:00,,FALSE,FALSE,
1390,Orenburg,Orenburgskaya Oblast',Russia,51.783,55.05,+03:00,,FALSE,FALSE,
1392,Perm',Permskaya Oblast',Russia,58,56.25,+03:00,,FALSE,FALSE,
1396,Saint Petersburg,Sankt-Peterburg,Russia,59.894,30.264,+03:00,,FALSE,FALSE,
1398,Saratov,Saratovskaya Oblast',Russia,53.117,54.867,+03:00,,FALSE,FALSE,
1400,Smolensk,Smolenskaya Oblast',Russia,54.782,32.04,+03:00,,FALSE,FALSE,
1402,Tambov,Tambovskaya Oblast',Russia,52.732,41.434,+03:00,,FALSE,FALSE,
1410,Volgograd,Volgogradskaya Oblast',Russia,48.805,44.586,+03:00,,FALSE,FALSE,
1416,Kinsasa,Pool,"Congo, Republic of the",1.977,14.776,+01:00,,FALSE,FALSE,
3332,Moulmein,Mon State,Burma,16.5,97.633,+06:50,,FALSE,FALSE,
3333,Gyumri,Shirak,Armenia,40.7916,43.83,+04:00,,FALSE,FALSE,
3334,Spitak,Shirak,Armenia,40.7955,44.27,+04:00,,FALSE,FALSE,
3335,Vanadzor,Lorri,Armenia,40.8,44.49,+04:00,,FALSE,FALSE,
3336,Yerevan,Yerevan,Armenia,40.1833,44.5,+04:00,,FALSE,FALSE,
3338,Bahia Blanca,Buenos Aires,Argentina,-38.717,-62.283,-03:00,,FALSE,FALSE,
3340,Cordoba,Cordoba,Argentina,-31.4,-64.183,-03:00,,FALSE,FALSE,
3341,Crespo,Entre Rios,Argentina,-32.033,-60.317,-03:00,,FALSE,FALSE,
3342,General Roca,Rio Negro,Argentina,-39.05,-67.533,-03:00,,FALSE,FALSE,
3343,La Plata,Buenos Aires,Argentina,-34.931,-57.949,-03:00,,FALSE,FALSE,
3344,Luj†n de Cuyo,Mendoza,Argentina,-33.05,-68.867,-03:00,,FALSE,FALSE,
3345,Neuquen,Neuquen,Argentina,-38.95,-68.067,-03:00,,FALSE,FALSE,
3346,Paran†,Entre Rios,Argentina,-31.733,-60.533,-03:00,,FALSE,FALSE,
3347,Pinamar,Buenos Aires,Argentina,-37.117,-56.833,-03:00,,FALSE,FALSE,
3348,Rio Cuarto,Santa Cruz,Argentina,-33.133,-64.35,-03:00,,FALSE,FALSE,
3349,San Clemente del Tuy£,Buenos Aires,Argentina,-36.367,-56.717,-03:00,,FALSE,FALSE,
3350,San Miguel de Tucuman,Tucuman,Argentina,-26.817,-65.217,-03:00,,FALSE,FALSE,
3351,Santa Fe,Santa Fe,Argentina,-31.633,-60.7,-03:00,,FALSE,FALSE,
3352,Abtenau,Wien,Austria,47.55,13.35,+01:00,,FALSE,FALSE,
3353,Graz,Steiermark,Austria,47.067,15.45,+01:00,,FALSE,FALSE,
3354,Kitzbuhel,Tirol,Austria,47.45,12.383,+01:00,,FALSE,FALSE,
3355,Lilienfeld,Niederosterreich,Austria,48.017,15.633,+01:00,,FALSE,FALSE,
3356,Linz,Oberosterreich,Austria,48.3,14.3,+01:00,,FALSE,FALSE,
3357,Salzburg,Salzburg,Austria,47.8,13.033,+01:00,,FALSE,FALSE,
3358,Solden,Tirol,Austria,46.967,11,+01:00,,FALSE,FALSE,
3361,Stegersbach,Burgenland,Austria,47.167,16.167,+01:00,,FALSE,FALSE,
3362,Steyr,Oberosterreich,Austria,48.05,14.417,+01:00,,FALSE,FALSE,
3364,Albury,New South Wales,Australia,-36.083,146.917,+10:00,,FALSE,FALSE,
3365,Beachport,South Australia,Australia,-37.5,140.017,+09:30,,FALSE,FALSE,
3366,Bega,New South Wales,Australia,-36.667,149.833,+10:00,,FALSE,FALSE,
3367,Berwick,Victoria,Australia,-38.033,145.35,+10:00,,FALSE,FALSE,
3368,Blue Mountain,Queensland,Australia,-21.583,149.033,+10:00,,FALSE,FALSE,
3369,Bowral,New South Wales,Australia,-34.467,150.417,+10:00,,FALSE,FALSE,
3370,Cairns,Queensland,Australia,-16.917,145.767,+10:00,,FALSE,FALSE,
3371,Campbell Town,Tasmania,Australia,-41.917,147.5,+10:00,,FALSE,FALSE,
3372,Chelsea,Victoria,Australia,-38.05,145.117,+10:00,,FALSE,FALSE,
3374,Cooktown,Queensland,Australia,-15.467,145.25,+10:00,,FALSE,FALSE,
3375,Cootamundra,New South Wales,Australia,-34.65,148.033,+10:00,,FALSE,FALSE,
3376,Croydon,Queensland,Australia,-18.217,142.233,+10:00,,FALSE,FALSE,
3377,Dubbo,New South Wales,Australia,-32.25,148.617,+10:00,,FALSE,FALSE,
3378,Elizabeth,South Australia,Australia,-34.733,138.65,+09:30,,FALSE,FALSE,
3379,Gold Coast,Queensland,Australia,-28,153.433,+10:00,,FALSE,FALSE,
3380,Goulburn,New South Wales,Australia,-34.75,149.717,+10:00,,FALSE,FALSE,
3381,Grafton,New South Wales,Australia,-29.683,152.933,+10:00,,FALSE,FALSE,
3383,Inverell,New South Wales,Australia,-29.783,151.117,+10:00,,FALSE,FALSE,
3384,Kempsey,New South Wales,Australia,-31.083,152.833,+10:00,,FALSE,FALSE,
3386,Lithgow,New South Wales,Australia,-33.483,150.15,+10:00,,FALSE,FALSE,
3387,Mackay,Queensland,Australia,-21.15,149.2,+10:00,,FALSE,FALSE,
3388,Maitland,New South Wales,Australia,-32.733,151.55,+10:00,,FALSE,FALSE,
3389,Manly,Queensland,Australia,-27.467,153.183,+10:00,,FALSE,FALSE,
3390,Mildura,Victoria,Australia,-34.2,142.15,+10:00,,FALSE,FALSE,
3391,Millecent,South Australia,Australia,-37.6,140.35,+09:30,,FALSE,FALSE,
3392,Moe,Victoria,Australia,-38.167,146.267,+10:00,,FALSE,FALSE,
3393,Mona Vale,New South Wales,Australia,-33.667,151.3,+10:00,,FALSE,FALSE,
3394,Newcastle,New South Wales,Australia,-32.917,151.75,+10:00,,FALSE,FALSE,
3395,Orange,New South Wales,Australia,-33.283,149.1,+10:00,,FALSE,FALSE,
3396,Shepparton,Victoria,Australia,-36.383,145.4,+10:00,,FALSE,FALSE,
3397,Srtoud,New South Wales,Australia,-32.4,151.967,+10:00,,FALSE,FALSE,
3399,Tamworth,New South Wales,Australia,-31.1,150.933,+10:00,,FALSE,FALSE,
3400,Wagga Wagga,New South Wales,Australia,-35.117,147.367,+10:00,,FALSE,FALSE,
3401,Warringa,New South Wales,Australia,-33.8,151.283,+10:00,,FALSE,FALSE,
3402,Wauchope,New South Wales,Australia,-31.45,152.733,+10:00,,FALSE,FALSE,
3403,Wyong,New South Wales,Australia,-33.283,151.35,+10:00,,FALSE,FALSE,
3404,Young,New South Wales,Australia,-34.317,148.3,+10:00,,FALSE,FALSE,
3405,Baku,Abseron,Azerbaijan,40.39,49.86,+03:00,,FALSE,FALSE,
3406,Brussels,Brussels,Belgium,50.833,4.333,+01:00,,FALSE,FALSE,
3407,Charleroi,Hainaut,Belgium,50.417,4.433,+01:00,,FALSE,FALSE,
3408,Diksmuide,West-Vlaanderen,Belgium,51.033,2.867,+01:00,,FALSE,FALSE,
3409,Dilbeek,Vlaams-Brabant,Belgium,50.85,4.267,+01:00,,FALSE,FALSE,
3410,Frameries,Hainaut,Belgium,50.4,3.9,+01:00,,FALSE,FALSE,
3411,Genappe,Brabant Wallon,Belgium,50.6,4.45,+01:00,,FALSE,FALSE,
3412,Hasselt,Limburg,Belgium,50.933,5.333,+01:00,,FALSE,FALSE,
3413,Kortrijk,West-Vlaanderen,Belgium,50.833,3.267,+01:00,,FALSE,FALSE,
3415,Malines,Antwerpen,Belgium,51.033,4.467,+01:00,,FALSE,FALSE,
3416,Mechelen,Antwerpen,Belgium,51.033,4.467,+01:00,,FALSE,FALSE,
3417,Namur,Namur,Belgium,50.467,4.867,+01:00,,FALSE,FALSE,
3418,Pittem,West-Vlaanderen,Belgium,51,3.267,+01:00,,FALSE,FALSE,
3419,Bousse,KourwÇogo,Burkina Faso,13.1,-3.383,+00:00,,FALSE,FALSE,
3420,Ouahigouya,Yatenga,Burkina Faso,13.583,-2.417,+00:00,,FALSE,FALSE,
3421,Yako,Passore,Burkina Faso,12.967,-2.267,+00:00,,FALSE,FALSE,
3422,Plovdiv,Plovdiv,Bulgaria,42.15,24.75,+02:00,,FALSE,FALSE,
3423,Sofia,Sofiya,Bulgaria,42.683,23.317,+02:00,,FALSE,FALSE,
3424,Varna,Varna,Bulgaria,43.217,27.917,+02:00,,FALSE,FALSE,
3426,Cochabamba,Cochabamba,Bolivia,-17.383,-66.15,-04:00,,FALSE,FALSE,
3428,Oruro,Oruro,Bolivia,-17.983,-67.15,-04:00,,FALSE,FALSE,
3429,Santa Cruz,Santa Cruz,Bolivia,-21.75,-65.317,-04:00,,FALSE,FALSE,
3430,?guas de Lind¢ia,S?o Paulo,Brazil,-22.483,-46.65,-03:00,,FALSE,FALSE,
3431,Barbacena,Minas Gerais,Brazil,-21.233,-43.767,-03:00,,FALSE,FALSE,
3432,Campinas,S?o Paulo,Brazil,-22.9,-47.083,-03:00,,FALSE,FALSE,
3433,Fortaleza,Cear†,Brazil,-3.317,-41.417,-03:00,,FALSE,FALSE,
3434,Garanhuns,Pernambuco,Brazil,-8.9,-36.483,-02:00,,FALSE,FALSE,
3435,Itapetinga,Bahia,Brazil,-15.25,-40.25,-03:00,,FALSE,FALSE,
3436,Jundia°,S?o Paulo,Brazil,-23.45,-50.283,-03:00,,FALSE,FALSE,
3437,Londrina,Paran†,Brazil,-23.3,-51.15,-03:00,,FALSE,FALSE,
3438,Nepomuceno,Minas Gerais,Brazil,-21.233,-45.25,-03:00,,FALSE,FALSE,
3440,S?o Sebasti?o,S?o Paulo,Brazil,-22.467,-47.767,-03:00,,FALSE,FALSE,
3441,Gaborone,SouthEast,Botswana,-24.667,25.917,+02:00,,FALSE,FALSE,
3442,Minsk,Minskaya Voblasts',Belarus,53.9,27.567,+02:00,,FALSE,FALSE,
3443,Molodechno,Mahilyowskaya Voblasts',Belarus,54.317,26.85,+02:00,,FALSE,FALSE,
3444,Minsk,Minsk,Belarus,53.9,27.567,+02:00,,FALSE,FALSE,
3445,Belize,Belize,Belize,17.483,-88.183,-06:00,,FALSE,FALSE,
3446,Belmopan,Cayo,Belize,17.25,-88.767,-06:00,,FALSE,FALSE,
3447,Punta Gorda,Toledo,Belize,16.1,-88.8,-06:00,,FALSE,FALSE,
3448,Orange Walk,Orange Walk,Belize,18.067,-88.55,-06:00,,FALSE,FALSE,
3449,Brandon,Manitoba,Canada,49.833,-99.95,-06:00,,FALSE,FALSE,
3450,Brockville,Ontario,Canada,44.583,-75.683,-05:00,,FALSE,FALSE,
3451,Brussels,Ontario,Canada,43.73,-81.25,-05:00,,FALSE,FALSE,
3452,Burlington,Ontario,Canada,43.317,-79.8,-05:00,,FALSE,FALSE,
3453,Collingwood,Ontario,Canada,44.5,-80.217,-05:00,,FALSE,FALSE,
3454,Courtenay,British Columbia,Canada,49.683,-125,-08:00,,FALSE,FALSE,
3455,Cranbrook,British Columbia,Canada,49.517,-115.767,-07:00,,FALSE,FALSE,
3456,Dawson Creek,British Columbia,Canada,55.767,-120.233,-07:00,,FALSE,FALSE,
3457,Georgina,Ontario,Canada,44.25,-79.32,-05:00,,FALSE,FALSE,
3459,Granby,Quebec,Canada,45.383,-72.733,-05:00,,FALSE,FALSE,
3460,Hamilton,Ontario,Canada,43.25,-79.833,-05:00,,FALSE,FALSE,
3461,Kamloops,British Columbia,Canada,50.667,-120.333,-08:00,,FALSE,FALSE,
3462,Kingston,Ontario,Canada,44.233,-76.483,-05:00,,FALSE,FALSE,
3463,La Salle,Quebec,Canada,45.417,-73.65,-05:00,,FALSE,FALSE,
3464,Leamington,Ontario,Canada,42.05,-82.583,-05:00,,FALSE,FALSE,
3468,Markham,Ontario,Canada,43.867,-79.267,-05:00,,FALSE,FALSE,
3469,Moncton,New Brunswick,Canada,46.083,-64.767,-04:00,,FALSE,FALSE,
3470,Orillia,Ontario,Canada,44.6,-79.417,-05:00,,FALSE,FALSE,
3473,Owen Sound,Ontario,Canada,44.567,-80.85,-05:00,,FALSE,FALSE,
3474,Peterborough,Ontario,Canada,44.3,-78.333,-05:00,,FALSE,FALSE,
3476,Prince Rupert,British Columbia,Canada,54.317,-130.333,-08:00,,FALSE,FALSE,
3477,Quebec,Quebec,Canada,46.8,-71.25,-05:00,,FALSE,FALSE,
3479,Sarnia,Ontario,Canada,42.967,-82.4,-05:00,,FALSE,FALSE,
3480,Scarborough,Ontario,Canada,43.75,-79.2,-05:00,,FALSE,FALSE,
3483,Saint John,New Brunswick,Canada,45.267,-66.067,-04:00,,FALSE,FALSE,
3484,Stratford,Ontario,Canada,43.367,-80.983,-05:00,,FALSE,FALSE,
3486,Thunder Bay,Ontario,Canada,48.4,-89.233,-05:00,,FALSE,FALSE,
3487,Vernon,British Columbia,Canada,50.267,-119.267,-08:00,,FALSE,FALSE,
3488,Waterloo,Ontario,Canada,43.467,-80.533,-05:00,,FALSE,FALSE,
3489,Wawa,Ontario,Canada,48,-84.783,-05:00,,FALSE,FALSE,
3492,Woodstock,Ontario,Canada,43.133,-80.75,-05:00,,FALSE,FALSE,
3493,Bern,Bern,Switzerland,46.917,7.467,+01:00,,FALSE,FALSE,
3494,Chur,Graubunden,Switzerland,46.85,9.5,+01:00,,FALSE,FALSE,
3496,Davos,Graubunden,Switzerland,46.8128,9.8358,+01:00,,FALSE,FALSE,
3497,Liestal,Basel-Landschaft,Switzerland,47.467,7.733,+01:00,,FALSE,FALSE,
3498,Locarno,Ticino,Switzerland,46.167,8.8,+01:00,,FALSE,FALSE,
3499,Saas Fee,Bern,Switzerland,46.1083,7.9266,+01:00,,FALSE,FALSE,
3500,Saint Moritz,Graubunden,Switzerland,46.4933,9.8217,+01:00,,FALSE,FALSE,
3501,Sursee,Luzern,Switzerland,47.167,8.1,+01:00,,FALSE,FALSE,
3502,Winterthur,Sankt Gallen,Switzerland,47.5,8.75,+01:00,,FALSE,FALSE,
3503,Abidjan,Abidjan,Cote d'Ivoire,5.317,-4.033,+00:00,,FALSE,FALSE,
3504,La Serena,Coquimbo,Chile,-29.908,-71.254,-04:00,,FALSE,FALSE,
3506,Pucon,Araucania,Chile,-39.267,-71.967,-04:00,,FALSE,FALSE,
3507,Punta Arenas,Magallanes y de la Antartica Chilena,Chile,-53.15,-70.917,-04:00,,FALSE,FALSE,
3508,Santiago,Region Metropolitana,Chile,-33.45,-70.667,-04:00,,FALSE,FALSE,
3509,Talca,Atacama,Chile,-30,-71.017,-04:00,,FALSE,FALSE,
3510,Valdivia,Los Lagos,Chile,-39.8,-73.233,-04:00,,FALSE,FALSE,
3511,Valparaiso,Valparaiso,Chile,-33.048,-71.601,-04:00,,FALSE,FALSE,
3513,Douala,Littoral,Cameroon,4.05,9.7,+01:00,,FALSE,FALSE,
3514,Limbe,SudOuest,Cameroon,4.017,9.2,+01:00,,FALSE,FALSE,
3515,Mankon Bamenda,NordOuest,Cameroon,5.933,10.167,+01:00,,FALSE,FALSE,
3516,Baoding,Hebei,China,18.766,109.202,+08:00,,FALSE,FALSE,
3517,Beihai,Guangxi,China,21.483,109.1,+08:00,,FALSE,FALSE,
3518,Beijing,Beijing,China,39.9,116.413,+08:00,,FALSE,FALSE,
3519,Changchun,Beijing,China,26.733,120.05,+08:00,,FALSE,FALSE,
3520,Changhua City,Henan,China,34.833,112.433,+08:00,,FALSE,FALSE,
3521,Changhua,Gansu,China,34.833,112.433,+08:00,,FALSE,FALSE,
3522,Changsha,Hunan,China,28.2,112.967,+08:00,,FALSE,FALSE,
3523,Changshu,Jiangsu,China,31.644,120.738,+08:00,,FALSE,FALSE,
3524,Changzhi,Shanxi,China,36.054,113.04,+08:00,,FALSE,FALSE,
3525,Chengdu,Sichuan,China,30.667,104.067,+08:00,,FALSE,FALSE,
3529,Chongqing,Chongqing,China,29.55,106.532,+08:00,,FALSE,FALSE,
3532,Dalian,Liaoning,China,38.917,121.65,+08:00,,FALSE,FALSE,
3533,Dandong,Guizhou,China,26.979,108.909,+08:00,,FALSE,FALSE,
3534,Dongying,Hebei,China,40.817,117.367,+08:00,,FALSE,FALSE,
3537,Foshan,Guangdong,China,23.033,113.117,+08:00,,FALSE,FALSE,
3538,Fuzhou,Fujian,China,26.083,119.3,+08:00,,FALSE,FALSE,
3539,Guangzhou,Guangdong,China,23.117,113.25,+08:00,,FALSE,FALSE,
3540,Guilin,Guangxi,China,25.283,110.283,+08:00,,FALSE,FALSE,
