"CityId","City","Region","Country","Latitude","Longitude","TimeZone","MSL","isHanafi","isnorthernhemisphere","TwilightAngle"
1225,"Melbourne","Victoria","Australia",-37.81,144.96,"+10:00",,0,0,
1226,"Hobart","Tasmania","Australia",-42.91,147.33,"+10:00",,0,0,
1227,"Manáus","Amazonas","Brazil",-3.11,-60.02,"-04:00",,0,0,
1228,"São Luís","Maranhão","Brazil",-2.51,-44.26,"-03:00",,0,0,
1229,"Porto Velho","Rondônia","Brazil",-9.60,-64.88,"-03:00",,0,0,
1230,"Winnipeg","Manitoba","Canada",49.88,-97.16,"-06:00",,0,0,
1231,"Makhachkala","Dagestan","Russia",42.97,47.50,"+03:00",,0,0,
1232,"Yoshkar-Ola","Mariy-El","Russia",56.63,47.87,"+03:00",,0,0,
1235,"Ujung Pandang","Sulawesi Selatan","Indonesia",-5.11,119.40,"+08:00",,0,0,
1236,"Saltillo","Coahuila de Zaragoza","Mexico",20.31,-98.26,"-06:00",,0,0,
1237,"Acapulco","Guerrero","Mexico",16.85,-99.91,"-06:00",,0,0,
1238,"Tsetserleg","Arhangay","Mongolia",49.50,97.60,"+08:00",,0,0,
1242,"Miami","Florida","United States",25.76,-80.27,"-05:00",,0,0,
1249,"Recife","Pernambuco","Brazil",-8.05,-34.90,"-02:00",,0,0,
1250,"São Paulo","São Paulo","Brazil",-23.53,-46.61,"-03:00",,0,0,
1251,"Palmas","Tocantins","Brazil",-10.42,-48.43,"-03:00",,0,0,
1253,"Kazan","Tatarstan","Russia",55.75,49.13,"+03:00",,0,0,
1254,"Queretaro","Queretaro de Arteaga","Mexico",32.55,-115.15,"-06:00",,0,0,
1255,"Morelia","Michoacan de Ocampo","Mexico",22.48,-102.38,"-06:00",,0,0,
1265,"Omaha","Nebraska","United States",41.21,-96.06,"-06:00",,0,0,
1267,"Oklahoma City","Oklahoma","United States",35.41,-97.51,"-06:00",,0,0,
1268,"Brisbane","Queensland","Australia",-27.50,153.01,"+10:00",,0,0,
1275,"Monterrey","Nuevo Leon","Mexico",25.66,-100.31,"-06:00",,0,0,
1276,"Ciudad Victoria","Tamaulipas","Mexico",23.73,-99.13,"-06:00",,0,0,
1277,"Leon","Guanajuato","Mexico",21.11,-101.66,"-06:00",,0,0,
1278,"Altai","Govi-Altay","Mongolia",44.91,95.41,"+08:00",,0,0,
1283,"Cuiabá","Mato Grosso","Brazil",-15.58,-56.08,"-04:00",,0,0,
1284,"Halifax","Nova Scotia","Canada",44.65,-63.60,"-04:00",,0,0,
1285,"Olgii","Bayan-Olgiy","Mongolia",49.03,92.03,"+08:00",,0,0,
1288,"Newark","New Jersey","United States",40.73,-74.18,"-05:00",,0,0,
1291,"Belo Horizonte","Minas Gerais","Brazil",-19.91,-43.93,"-03:00",,0,0,
1292,"Regina","Saskatchewan","Canada",50.45,-104.61,"-06:00",,0,0,
1293,"St. John's","Newfoundland and Labrador","Canada",47.57,-52.73,"-03:50",,0,0,
1295,"Chetumal","Quintana Roo","Mexico",18.50,-88.30,"-06:00",,0,0,
1298,"Fredericton","New Brunswick","Canada",45.95,-66.63,"-04:00",,0,0,
1303,"Newport","Rhode Island","United States",41.47,-71.32,"-05:00",,0,0,
1306,"Vitória","Espírito Santo","Brazil",-20.31,-40.35,"-03:00",,0,0,
1307,"Rio de Janeiro","Rio de Janeiro","Brazil",-22.90,-43.23,"-03:00",,0,0,
1308,"Florianópolis","Santa Catarina","Brazil",-27.58,-48.56,"-03:00",,0,0,
1311,"Sydney","New South Wales","Australia",-33.88,151.21,"+10:00",,0,0,
1312,"Adelaide","South Australia","Australia",-34.93,138.60,"+09:30",,0,0,
1314,"Pontianak","Kalimantan Barat","Indonesia",-0.03,109.33,"+08:00",,0,0,
1315,"Samarinda","Kalimantan Timur","Indonesia",-0.50,117.15,"+08:00",,0,0,
1316,"Mexicali","Baja California","Mexico",32.66,-115.48,"-08:00",,0,0,
1317,"Raleigh","North Carolina","United States",35.80,-78.64,"-05:00",,0,0,
1319,"Brasília","Distrito Federal","Brazil",-15.78,-47.91,"-03:00",,0,0,
1320,"Vancouver","British Columbia","Canada",49.25,-123.13,"-08:00",,0,0,
1323,"Perth","Western Australia","Australia",-31.93,115.83,"+08:00",,0,0,
1324,"Porto Alegre","Rio Grande do Sul","Brazil",-30.03,-51.20,"-03:00",,0,0,
1327,"Darwin","Northern Territory","Australia",-12.46,130.83,"+09:30",,0,0,
1328,"Campo Grande","Mato Grosso do Sul","Brazil",-20.45,-54.61,"-04:00",,0,0,
1329,"Natal","Rio Grande do Norte","Brazil",-5.78,-35.21,"-02:00",,0,0,
1331,"La Paz","Baja California Sur","Mexico",24.16,-110.30,"-07:00",,0,0,
1332,"Charlottetown","Prince Edward Island","Canada",46.23,-63.13,"-04:00",,0,0,
1333,"Yellowknife","Northwest Territories","Canada",62.45,-114.35,"-07:00",,0,0,
1336,"Canberra","Australian Capital Territory","Australia",-35.28,149.21,"+10:00",,0,0,
1342,"Bulgan","Bulgan","Mongolia",47.31,101.10,"+08:00",,0,0,
1343,"Hovd","Hovd","Mongolia",48.01,91.63,"+08:00",,0,0,
1344,"Campeche","Campeche","Mexico",19.85,-90.53,"-06:00",,0,0,
1345,"Chihuahua","Chihuahua","Mexico",28.63,-106.08,"-07:00",,0,0,
1346,"Colima","Colima","Mexico",19.23,-103.71,"-06:00",,0,0,
1347,"Durango","Durango","Mexico",24.03,-104.66,"-06:00",,0,0,
1348,"Estado De Mexico","Mexico","Mexico",18.01,-90.86,"-06:00",,0,0,
1350,"Oaxaca","Oaxaca","Mexico",32.33,-115.20,"-06:00",,0,0,
1353,"Tlaxcala","Tlaxcala","Mexico",19.31,-98.23,"-06:00",,0,0,
1355,"Zacatecas","Zacatecas","Mexico",22.78,-102.58,"-06:00",,0,0,
1362,"Chelyabinsk","Chelyabinskaya Oblast'","Russia",55.16,61.40,"+03:00",,0,0,
1364,"Chukchi","Chukotskiy Avtonomnyy Okrug","Russia",64.75,177.48,"+03:00",,0,0,
1367,"Irkutsk","Irkutskaya Oblast'","Russia",52.26,104.33,"+03:00",,0,0,
1368,"Ivanovo","Ivanovskaya Oblast'","Russia",55.48,54.83,"+03:00",,0,0,
1371,"Kemerovo","Kemerovskaya Oblast'","Russia",55.33,86.08,"+03:00",,0,0,
1384,"Moscow","Moskva","Russia",55.75,37.58,"+03:00",,0,0,
1386,"Novgorod","Novgorodskaya Oblast'","Russia",42.65,130.80,"+03:00",,0,0,
1387,"Novosibirsk","Novosibirskaya Oblast'","Russia",55.03,82.91,"+03:00",,0,0,
1388,"Omsk","Omskaya Oblast'","Russia",55.00,73.40,"+03:00",,0,0,
1390,"Orenburg","Orenburgskaya Oblast'","Russia",51.78,55.05,"+03:00",,0,0,
1392,"Perm'","Permskaya Oblast'","Russia",58.00,56.25,"+03:00",,0,0,
1396,"Saint Petersburg","Sankt-Peterburg","Russia",59.89,30.26,"+03:00",,0,0,
1398,"Saratov","Saratovskaya Oblast'","Russia",53.11,54.86,"+03:00",,0,0,
1400,"Smolensk","Smolenskaya Oblast'","Russia",54.78,32.04,"+03:00",,0,0,
1402,"Tambov","Tambovskaya Oblast'","Russia",52.73,41.43,"+03:00",,0,0,
1410,"Volgograd","Volgogradskaya Oblast'","Russia",48.80,44.58,"+03:00",,0,0,
1416,"Kinsasa","Pool","Congo, Republic of the",1.97,14.77,"+01:00",,0,0,
3332,"Moulmein","Mon State","Burma",16.50,97.63,"+06:50",,0,0,
3333,"Gyumri","Shirak","Armenia",40.79,43.83,"+04:00",,0,0,
3334,"Spitak","Shirak","Armenia",40.79,44.27,"+04:00",,0,0,
3335,"Vanadzor","Lorri","Armenia",40.80,44.49,"+04:00",,0,0,
3336,"Yerevan","Yerevan","Armenia",40.18,44.50,"+04:00",,0,0,
3338,"Bahia Blanca","Buenos Aires","Argentina",-38.71,-62.28,"-03:00",,0,0,
3340,"Cordoba","Cordoba","Argentina",-31.40,-64.18,"-03:00",,0,0,
3341,"Crespo","Entre Rios","Argentina",-32.03,-60.31,"-03:00",,0,0,
3342,"General Roca","Rio Negro","Argentina",-39.05,-67.53,"-03:00",,0,0,
3343,"La Plata","Buenos Aires","Argentina",-34.93,-57.94,"-03:00",,0,0,
3344,"Luján de Cuyo","Mendoza","Argentina",-33.05,-68.86,"-03:00",,0,0,
3345,"Neuquen","Neuquen","Argentina",-38.95,-68.06,"-03:00",,0,0,
3346,"Paraná","Entre Rios","Argentina",-31.73,-60.53,"-03:00",,0,0,
3347,"Pinamar","Buenos Aires","Argentina",-37.11,-56.83,"-03:00",,0,0,
3348,"Rio Cuarto","Santa Cruz","Argentina",-33.13,-64.35,"-03:00",,0,0,
3349,"San Clemente del Tuyú","Buenos Aires","Argentina",-36.36,-56.71,"-03:00",,0,0,
3350,"San Miguel de Tucuman","Tucuman","Argentina",-26.81,-65.21,"-03:00",,0,0,
3351,"Santa Fe","Santa Fe","Argentina",-31.63,-60.70,"-03:00",,0,0,
3352,"Abtenau","Wien","Austria",47.55,13.35,"+01:00",,0,0,
3353,"Graz","Steiermark","Austria",47.06,15.45,"+01:00",,0,0,
3354,"Kitzbuhel","Tirol","Austria",47.45,12.38,"+01:00",,0,0,
3355,"Lilienfeld","Niederosterreich","Austria",48.01,15.63,"+01:00",,0,0,
3356,"Linz","Oberosterreich","Austria",48.30,14.30,"+01:00",,0,0,
3357,"Salzburg","Salzburg","Austria",47.80,13.03,"+01:00",,0,0,
3358,"Solden","Tirol","Austria",46.96,11.00,"+01:00",,0,0,
3361,"Stegersbach","Burgenland","Austria",47.16,16.16,"+01:00",,0,0,
3362,"Steyr","Oberosterreich","Austria",48.05,14.41,"+01:00",,0,0,
3364,"Albury","New South Wales","Australia",-36.08,146.91,"+10:00",,0,0,
3365,"Beachport","South Australia","Australia",-37.50,140.01,"+09:30",,0,0,
3366,"Bega","New South Wales","Australia",-36.66,149.83,"+10:00",,0,0,
3367,"Berwick","Victoria","Australia",-38.03,145.35,"+10:00",,0,0,
3368,"Blue Mountain","Queensland","Australia",-21.58,149.03,"+10:00",,0,0,
3369,"Bowral","New South Wales","Australia",-34.46,150.41,"+10:00",,0,0,
3370,"Cairns","Queensland","Australia",-16.91,145.76,"+10:00",,0,0,
3371,"Campbell Town","Tasmania","Australia",-41.91,147.50,"+10:00",,0,0,
3372,"Chelsea","Victoria","Australia",-38.05,145.11,"+10:00",,0,0,
3374,"Cooktown","Queensland","Australia",-15.46,145.25,"+10:00",,0,0,
3375,"Cootamundra","New South Wales","Australia",-34.65,148.03,"+10:00",,0,0,
3376,"Croydon","Queensland","Australia",-18.21,142.23,"+10:00",,0,0,
3377,"Dubbo","New South Wales","Australia",-32.25,148.61,"+10:00",,0,0,
3378,"Elizabeth","South Australia","Australia",-34.73,138.65,"+09:30",,0,0,
3379,"Gold Coast","Queensland","Australia",-28.00,153.43,"+10:00",,0,0,
3380,"Goulburn","New South Wales","Australia",-34.75,149.71,"+10:00",,0,0,
3381,"Grafton","New South Wales","Australia",-29.68,152.93,"+10:00",,0,0,
3383,"Inverell","New South Wales","Australia",-29.78,151.11,"+10:00",,0,0,
3384,"Kempsey","New South Wales","Australia",-31.08,152.83,"+10:00",,0,0,
3386,"Lithgow","New South Wales","Australia",-33.48,150.15,"+10:00",,0,0,
3387,"Mackay","Queensland","Australia",-21.15,149.20,"+10:00",,0,0,
3388,"Maitland","New South Wales","Australia",-32.73,151.55,"+10:00",,0,0,
3389,"Manly","Queensland","Australia",-27.46,153.18,"+10:00",,0,0,
3390,"Mildura","Victoria","Australia",-34.20,142.15,"+10:00",,0,0,
3391,"Millecent","South Australia","Australia",-37.60,140.35,"+09:30",,0,0,
3392,"Moe","Victoria","Australia",-38.16,146.26,"+10:00",,0,0,
3393,"Mona Vale","New South Wales","Australia",-33.66,151.30,"+10:00",,0,0,
3394,"Newcastle","New South Wales","Australia",-32.91,151.75,"+10:00",,0,0,
3395,"Orange","New South Wales","Australia",-33.28,149.10,"+10:00",,0,0,
3396,"Shepparton","Victoria","Australia",-36.38,145.40,"+10:00",,0,0,
3397,"Srtoud","New South Wales","Australia",-32.40,151.96,"+10:00",,0,0,
3399,"Tamworth","New South Wales","Australia",-31.10,150.93,"+10:00",,0,0,
3400,"Wagga Wagga","New South Wales","Australia",-35.11,147.36,"+10:00",,0,0,
3401,"Warringa","New South Wales","Australia",-33.80,151.28,"+10:00",,0,0,
3402,"Wauchope","New South Wales","Australia",-31.45,152.73,"+10:00",,0,0,
3403,"Wyong","New South Wales","Australia",-33.28,151.35,"+10:00",,0,0,
3404,"Young","New South Wales","Australia",-34.31,148.30,"+10:00",,0,0,
3405,"Baku","Abseron","Azerbaijan",40.39,49.86,"+03:00",,0,0,
3406,"Brussels","Brussels","Belgium",50.83,4.33,"+01:00",,0,0,
3407,"Charleroi","Hainaut","Belgium",50.41,4.43,"+01:00",,0,0,
3408,"Diksmuide","West-Vlaanderen","Belgium",51.03,2.86,"+01:00",,0,0,
3409,"Dilbeek","Vlaams-Brabant","Belgium",50.85,4.26,"+01:00",,0,0,
3410,"Frameries","Hainaut","Belgium",50.40,3.90,"+01:00",,0,0,
3411,"Genappe","Brabant Wallon","Belgium",50.60,4.45,"+01:00",,0,0,
3412,"Hasselt","Limburg","Belgium",50.93,5.33,"+01:00",,0,0,
3413,"Kortrijk","West-Vlaanderen","Belgium",50.83,3.26,"+01:00",,0,0,
3415,"Malines","Antwerpen","Belgium",51.03,4.46,"+01:00",,0,0,
3416,"Mechelen","Antwerpen","Belgium",51.03,4.46,"+01:00",,0,0,
3417,"Namur","Namur","Belgium",50.46,4.86,"+01:00",,0,0,
3418,"Pittem","West-Vlaanderen","Belgium",51.00,3.26,"+01:00",,0,0,
3419,"Bousse","Kourwéogo","Burkina Faso",13.10,-3.38,"+00:00",,0,0,
3420,"Ouahigouya","Yatenga","Burkina Faso",13.58,-2.41,"+00:00",,0,0,
3421,"Yako","Passore","Burkina Faso",12.96,-2.26,"+00:00",,0,0,
3422,"Plovdiv","Plovdiv","Bulgaria",42.15,24.75,"+02:00",,0,0,
3423,"Sofia","Sofiya","Bulgaria",42.68,23.31,"+02:00",,0,0,
3424,"Varna","Varna","Bulgaria",43.21,27.91,"+02:00",,0,0,
3426,"Cochabamba","Cochabamba","Bolivia",-17.38,-66.15,"-04:00",,0,0,
3428,"Oruro","Oruro","Bolivia",-17.98,-67.15,"-04:00",,0,0,
3429,"Santa Cruz","Santa Cruz","Bolivia",-21.75,-65.31,"-04:00",,0,0,
3430,"Águas de Lindóia","São Paulo","Brazil",-22.48,-46.65,"-03:00",,0,0,
3431,"Barbacena","Minas Gerais","Brazil",-21.23,-43.76,"-03:00",,0,0,
3432,"Campinas","São Paulo","Brazil",-22.90,-47.08,"-03:00",,0,0,
3433,"Fortaleza","Ceará","Brazil",-3.31,-41.41,"-03:00",,0,0,
3434,"Garanhuns","Pernambuco","Brazil",-8.90,-36.48,"-02:00",,0,0,
3435,"Itapetinga","Bahia","Brazil",-15.25,-40.25,"-03:00",,0,0,
3436,"Jundiaí","São Paulo","Brazil",-23.45,-50.28,"-03:00",,0,0,
3437,"Londrina","Paraná","Brazil",-23.30,-51.15,"-03:00",,0,0,
3438,"Nepomuceno","Minas Gerais","Brazil",-21.23,-45.25,"-03:00",,0,0,
3440,"São Sebastião","São Paulo","Brazil",-22.46,-47.76,"-03:00",,0,0,
3441,"Gaborone","SouthEast","Botswana",-24.66,25.91,"+02:00",,0,0,
3442,"Minsk","Minskaya Voblasts'","Belarus",53.90,27.56,"+02:00",,0,0,
3443,"Molodechno","Mahilyowskaya Voblasts'","Belarus",54.31,26.85,"+02:00",,0,0,
3444,"Minsk","Minsk","Belarus",53.90,27.56,"+02:00",,0,0,
3445,"Belize","Belize","Belize",17.48,-88.18,"-06:00",,0,0,
3446,"Belmopan","Cayo","Belize",17.25,-88.76,"-06:00",,0,0,
3447,"Punta Gorda","Toledo","Belize",16.10,-88.80,"-06:00",,0,0,
3448,"Orange Walk","Orange Walk","Belize",18.06,-88.55,"-06:00",,0,0,
3449,"Brandon","Manitoba","Canada",49.83,-99.95,"-06:00",,0,0,
3450,"Brockville","Ontario","Canada",44.58,-75.68,"-05:00",,0,0,
3451,"Brussels","Ontario","Canada",43.73,-81.25,"-05:00",,0,0,
3452,"Burlington","Ontario","Canada",43.31,-79.80,"-05:00",,0,0,
3453,"Collingwood","Ontario","Canada",44.50,-80.21,"-05:00",,0,0,
3454,"Courtenay","British Columbia","Canada",49.68,-125.00,"-08:00",,0,0,
3455,"Cranbrook","British Columbia","Canada",49.51,-115.76,"-07:00",,0,0,
3456,"Dawson Creek","British Columbia","Canada",55.76,-120.23,"-07:00",,0,0,
3457,"Georgina","Ontario","Canada",44.25,-79.32,"-05:00",,0,0,
3459,"Granby","Quebec","Canada",45.38,-72.73,"-05:00",,0,0,
3460,"Hamilton","Ontario","Canada",43.25,-79.83,"-05:00",,0,0,
3461,"Kamloops","British Columbia","Canada",50.66,-120.33,"-08:00",,0,0,
3462,"Kingston","Ontario","Canada",44.23,-76.48,"-05:00",,0,0,
3463,"La Salle","Quebec","Canada",45.41,-73.65,"-05:00",,0,0,
3464,"Leamington","Ontario","Canada",42.05,-82.58,"-05:00",,0,0,
3468,"Markham","Ontario","Canada",43.86,-79.26,"-05:00",,0,0,
3469,"Moncton","New Brunswick","Canada",46.08,-64.76,"-04:00",,0,0,
3470,"Orillia","Ontario","Canada",44.60,-79.41,"-05:00",,0,0,
3473,"Owen Sound","Ontario","Canada",44.56,-80.85,"-05:00",,0,0,
3474,"Peterborough","Ontario","Canada",44.30,-78.33,"-05:00",,0,0,
3476,"Prince Rupert","British Columbia","Canada",54.31,-130.33,"-08:00",,0,0,
3477,"Quebec","Quebec","Canada",46.80,-71.25,"-05:00",,0,0,
3479,"Sarnia","Ontario","Canada",42.96,-82.40,"-05:00",,0,0,
3480,"Scarborough","Ontario","Canada",43.75,-79.20,"-05:00",,0,0,
3483,"Saint John","New Brunswick","Canada",45.26,-66.06,"-04:00",,0,0,
3484,"Stratford","Ontario","Canada",43.36,-80.98,"-05:00",,0,0,
3486,"Thunder Bay","Ontario","Canada",48.40,-89.23,"-05:00",,0,0,
3487,"Vernon","British Columbia","Canada",50.26,-119.26,"-08:00",,0,0,
3488,"Waterloo","Ontario","Canada",43.46,-80.53,"-05:00",,0,0,
3489,"Wawa","Ontario","Canada",48.00,-84.78,"-05:00",,0,0,
3492,"Woodstock","Ontario","Canada",43.13,-80.75,"-05:00",,0,0,
3493,"Bern","Bern","Switzerland",46.91,7.46,"+01:00",,0,0,
3494,"Chur","Graubunden","Switzerland",46.85,9.50,"+01:00",,0,0,
3496,"Davos","Graubunden","Switzerland",46.81,9.83,"+01:00",,0,0,
3497,"Liestal","Basel-Landschaft","Switzerland",47.46,7.73,"+01:00",,0,0,
3498,"Locarno","Ticino","Switzerland",46.16,8.80,"+01:00",,0,0,
3499,"Saas Fee","Bern","Switzerland",46.10,7.92,"+01:00",,0,0,
3500,"Saint Moritz","Graubunden","Switzerland",46.49,9.82,"+01:00",,0,0,
3501,"Sursee","Luzern","Switzerland",47.16,8.10,"+01:00",,0,0,
3502,"Winterthur","Sankt Gallen","Switzerland",47.50,8.75,"+01:00",,0,0,
3503,"Abidjan","Abidjan","Cote d'Ivoire",5.31,-4.03,"+00:00",,0,0,
3504,"La Serena","Coquimbo","Chile",-29.90,-71.25,"-04:00",,0,0,
3506,"Pucon","Araucania","Chile",-39.26,-71.96,"-04:00",,0,0,
3507,"Punta Arenas","Magallanes y de la Antartica Chilena","Chile",-53.15,-70.91,"-04:00",,0,0,
3508,"Santiago","Region Metropolitana","Chile",-33.45,-70.66,"-04:00",,0,0,
3509,"Talca","Atacama","Chile",-30.00,-71.01,"-04:00",,0,0,
3510,"Valdivia","Los Lagos","Chile",-39.80,-73.23,"-04:00",,0,0,
3511,"Valparaiso","Valparaiso","Chile",-33.04,-71.60,"-04:00",,0,0,
3513,"Douala","Littoral","Cameroon",4.05,9.70,"+01:00",,0,0,
3514,"Limbe","SudOuest","Cameroon",4.01,9.20,"+01:00",,0,0,
3515,"Mankon Bamenda","NordOuest","Cameroon",5.93,10.16,"+01:00",,0,0,
3516,"Baoding","Hebei","China",18.76,109.20,"+08:00",,0,0,
3517,"Beihai","Guangxi","China",21.48,109.10,"+08:00",,0,0,
3518,"Beijing","Beijing","China",39.90,116.41,"+08:00",,0,0,
3519,"Changchun","Beijing","China",26.73,120.05,"+08:00",,0,0,
3520,"Changhua City","Henan","China",34.83,112.43,"+08:00",,0,0,
3521,"Changhua","Gansu","China",34.83,112.43,"+08:00",,0,0,
3522,"Changsha","Hunan","China",28.20,112.96,"+08:00",,0,0,
3523,"Changshu","Jiangsu","China",31.64,120.73,"+08:00",,0,0,
3524,"Changzhi","Shanxi","China",36.05,113.04,"+08:00",,0,0,
3525,"Chengdu","Sichuan","China",30.66,104.06,"+08:00",,0,0,
3529,"Chongqing","Chongqing","China",29.55,106.53,"+08:00",,0,0,
3532,"Dalian","Liaoning","China",38.91,121.65,"+08:00",,0,0,
3533,"Dandong","Guizhou","China",26.97,108.90,"+08:00",,0,0,
3534,"Dongying","Hebei","China",40.81,117.36,"+08:00",,0,0,
3537,"Foshan","Guangdong","China",23.03,113.11,"+08:00",,0,0,
3538,"Fuzhou","Fujian","China",26.08,119.30,"+08:00",,0,0,
3539,"Guangzhou","Guangdong","China",23.11,113.25,"+08:00",,0,0,
3540,"Guilin","Guangxi","China",25.28,110.28,"+08:00",,0,0,
3543,"Hangzhou","Zhejiang","China",30.25,120.16,"+08:00",,0,0,
3544,"Harbin","Heilongjiang","China",45.75,126.65,"+08:00",,0,0,
3545,"Hefei","Anhui","China",31.86,117.28,"+08:00",,0,0,
3549,"Hsin Tien","China","China",0.00,0.00,"+08:00",,0,0,
3550,"Hsin-Chu County","China","China",0.00,0.00,"+08:00",,0,0,
3551,"Hsin-Chu","Shaanxi","China",34.38,109.05,"+08:00",,0,0,
3552,"Hsintien City","China","China",0.00,0.00,"+08:00",,0,0,
3553,"Hua-Lien City","Hunan","China",0.00,0.00,"+08:00",,0,0,
3554,"Hua-Lien County","China","China",0.00,0.00,"+08:00",,0,0,
3555,"I-Lan County","China","China",0.00,0.00,"+08:00",,0,0,
3556,"Jilin","Jilin","China",23.58,107.43,"+08:00",,0,0,
3557,"Jinan","Shandong","China",36.66,117.00,"+08:00",,0,0,
3558,"Kaifeng","Sichuan","China",31.76,105.35,"+08:00",,0,0,
3559,"Kaiping","Guangdong","China",22.38,112.68,"+08:00",,0,0,
3560,"Kaohsiung County","Kao-hsiung","Taiwan",22.63,120.35,"+08:00",,0,0,
3561,"Kaohsiung Municipality","Kao-hsiung","Taiwan",22.63,120.35,"+08:00",,0,0,
3562,"Keelung City","China","China",0.00,0.00,"+08:00",,0,0,
3563,"Kunming","Guizhou","China",25.04,102.71,"+08:00",,0,0,
3565,"Liaoyang","Liaoning","China",41.23,123.10,"+08:00",,0,0,
3566,"Liuzhou","Guangxi","China",29.85,118.17,"+08:00",,0,0,
3567,"Luchou Township","China","China",0.00,0.00,"+08:00",,0,0,
3568,"Luoyang","Henan","China",34.68,112.46,"+08:00",,0,0,
3569,"Miao-Li County","China","China",0.00,0.00,"+08:00",,0,0,
3570,"Mucha District","China","China",0.00,0.00,"+08:00",,0,0,
3571,"Nanjing","Jiangsu","China",32.06,118.77,"+08:00",,0,0,
3572,"Nantou County","China","China",0.00,0.00,"+08:00",,0,0,
3573,"Neipu Hsiang","China","China",0.00,0.00,"+08:00",,0,0,
3574,"Ningbo","Zhejiang","China",29.87,121.54,"+08:00",,0,0,
3575,"Pei-Kang Township","China","China",0.00,0.00,"+08:00",,0,0,
3576,"Qingdao","Shandong","China",36.08,120.34,"+08:00",,0,0,
3577,"Qinhuangdao","Hebei","China",39.93,119.61,"+08:00",,0,0,
3578,"Quanzhou","Fujian","China",24.90,118.58,"+08:00",,0,0,
3579,"Qufu","Shandong","China",35.58,116.98,"+08:00",,0,0,
